product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,review_title,review_content,estimated_demand,revenue_score,profit_margin_given,profit,main_category,sub_category,sentiment
Remote Compatible for Samsung LEDLCD Remote Control Works with Samsung LEDLCD TV by Trend Trail,ElectronicsHomeTheaterTV&VideoAccessoriesRemoteControls,213.0,499.0,57.0,3.7,246.0,Soft & Durable KeypadDurable Quality Rigid Body Efficient PerformanceRemotes are Quality Tested Before ShipmentSuitable with Samsung LEDLCD Tv without Smart Functionsplease match image of your old remote with picture,Nice product.... Works well... Satisfactory purchase....Not original Samsung remoteNiceNot a bad dealvery goodPlastic qualityWorks perfect!Work well,Cheap price.... Looks good..... Value for money....Product is not strong  assembled pets are loose and not fixed firmly . Works fine with Samsung . Have to wait and see it’s durabilityYou can buy it niceCan buyvery good suitable for my samsung tvPlastic quality not goodTrue to its name it works absolutely fine with the Samsung led.Just the Netflix and prime buttons aren't there bt great to use otherwisePlastic quality is not good,910.2,193872.6,286.0,29080.89,ElectronicsHomeTheaterTV,VideoAccessoriesRemoteControls,0.2574786324786325
SoniVision SAD10 SAD100 SAD40 Home Theater Systems Remote Compatible with Sony RMANU156,ElectronicsHomeTheaterTV&VideoAccessoriesRemoteControls,209.0,499.0,58.0,4.0,479.0,Please Match The Image With Your Existing Remote Before Placing The OrderBest Quality Plastic Body.Soft Rubber Keypad.All Products are checked by Testing machine Before Shipment.Before Use Please Use New BatteryCompatible Device SAD10 SAD100 SAD40 Sony Home Theater.,Better than original sony remote controlGood delivery timeRecommend to buyValue for money but with other considerationsExcellentGoodSuperbExcellent product!! Works well,Superb… am writing this after 2 months usage… simply super product… should go blindly… never dissatisfied..OkCan buy in in this price rangeDelivery was fast but the product quality is just fine not very promising.Issue The battery got struck into the remote though it is working fine for my Sony D100 but I may have to either break the remote to take out the battery rest I think everything is fine at the price.Excellent.working superFirst remote I received was not working but seller replaced it and that is working fine.Price is good.Quality is also superThank you so much for selling this product with best price.,1916.0,400444.0,290.0,60066.6,ElectronicsHomeTheaterTV,VideoAccessoriesRemoteControls,0.23484848484848483
Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices Black (10M  30 FEET),ElectronicsHomeTheaterTV&VideoAccessoriesCablesHDMICables,598.0,4999.0,88.0,4.2,910.0,The Rts (Radhey Techno Servies) High Speed HDMI Cable with Ethernet  Supports 3D 4K and Audio Return Compatible with Bluray players Fire TV Apple TV PS4 PS3 XBox one Xbox 360 Cable Box Roku computers and other HDMIenabled devices to TVs displays AV receivers and moreThe Rts (Radhey Techno Servies) Supports all new HDMI advanced features such as 3D audio return channel ethernet dolby trueHD and DTSHD master audio Supports resolution 720p 1080i 1080p and beyondFully shielded heavy duty premium grade cable with soft PVC jacket Full metal jacket connector provides strength durability and prevents interferenceSupports 3D 4K and Audio Return Premium construction 28AWG Pure Copper Conductors Triple Shielding and GoldPlated Full Metal Jacket ConnectorsCheck compatibility before purchase2 Year Warranty With Rts (Radhey Techno Servies),Good quality but not superbGoodGoodNot working properlyMust buyAuthentic. Orignal. ExcellentNot so goodWorth every paisa,Like okProduct as specifiedGoodYes it's very good productI tried many wires but only this worked on my sansui 65inch. 2years warranty from the seller is the best partSometimes not working properlyThe product works nice no lags in videoaudio definitely worth every paisa spent on it.I cant comment on its durability after a week of use. I need more time.,3822.0,2285556.0,4401.0,342833.39999999997,ElectronicsHomeTheaterTV,VideoAccessoriesCablesHDMICables,0.46375
boAt LTG 500 Apple MFI Certified for iPhone iPad and iPod 2Mtr Data Cable(Metallic Silver),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,799.0,1749.0,54.0,4.1,5626.0,Spaceship grade aluminium cable casing ensures longlasting durability and reliable chargingLength 2M,Worst product wornout after 2 monthsGood productAwesome  greatWorth a buyBest Product!Great one compare to original cableWorked for a month the power supply isn't as mentioned.Ehh bhut lambi haii,Product is not working after 2 monthsBoat💕Nice productWorth a buyReally satisfying quality and product is still working fine.Worth itSame as originalNot worthyThik aaw,23066.6,18430213.4,950.0,2764532.01,Computers,AccessoriesAccessories,0.5
Agaro Blaze USBA to micro Type C 2in1 Braided 1.2M Cable,Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,159.0,595.0,73.0,4.3,14184.0,1.2 Meters Long CableNylon Braided CableQuick Charging and Data sync ensures rapid charging at 2.4AAlloy Shell Connectors and 100 percent Pure CopperSturdy and Durable with 10000  bend lifespan,Very good quality.Nice productNot a fast charger....niceA Good Type C adapterNice productValue for money and easy to use.Good,Like  quick data transfer Dislike geting hot itself in 2 minutes and let other pendrives getting hot also.Product Built quality Transfer speed all good. Small in size so easy  hold and carry anywhere. But the bill i received nothing is visible on it.Not charge fast..not looks 20w charger..cable are goodwellI purchased it to copy stuff from my phone to USB and vice versa. It works well for that purpose. The fitting is perfect and no connection issues.httpsm.mediaamazon.comimagesWWEBP_402378T2imagesI71JnAsJtMUL._SY88.jpgGood product.Working fine,60991.2,9697600.799999999,436.0,1454640.1199999999,Computers,AccessoriesAccessories,0.35083333333333333
AmazonBasics 6 Feet DisplayPort to DisplayPort Cable  (Not HDMI Cable) (Gold),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesDVICables,499.0,1100.0,55.0,4.4,25177.0,DisplayPort to DisplayPort cable transmits HD audio and video from computer to display (This is not an HDMI cable)Please check resolution before connection for proper output.Goldplated connectors bare copper conductors and foilandbraid shielding for reliable connectivityCompliant to version 1.2 specsworks with DP DP and DisplayPortsupports video resolutions up to 4Kx2KVESA certified,Awsome qualityNice itemBetter Display Port CableWorks! GTX1650 Super DELL 2520D (MST)Value for moneyNot Vesa certified cable.YOU CAN BUY IT UNDOUBTEDLY.Check Display settings as soon as you install this cable.,Amazon should provide 2 mtr cable length very good qualityNice item received in good packaging.The cables is perfectly working and there is no color difference with it.It works perfectly with GTX 1650 Super (Asus TUF) and DELL 2520D with single desktop across dual monitor setup (multistream). The trick to figuring out is how the cable fits your DP port both sides. This fit in snugly with GTX and I knew this is gonna work. No need to do any voodoo with pulling cables powering off this and that to make DP cable work just works straight out of the box.Strangely this cable didn't support my Logitech G603 (wireless gaming mouse) Lightspeed connection. The dongle is attached to the 1st of the two DELL 2520D Monitors. Mouse works when I am viewing over TypeC PD Display with my Laptops. Otherwise Audio Video resolution  refresh rates didn't bother.Durability could be a question let's wait and observe over the days. A lot have commented that this cable didn't last long.Best in the budget.This is not Vesa certified cable. sometimes the monitor  goes black for 3 to 4 second.The product is good Its been almost a week I am using this cable. I am using a LG 24GM77 Monitor (1080p 144Hz) As soon as I installed this cable the display went on default refresh rate (60 Hz). Then I went into windows display settings (as Nvidia settings didn't have refresh rate more than 60 Hz) to change the refresh rate to 144 Hz and it switched without any issues. Avoid jerks to the monitor as I figured the display goes off for a brief 1 or 2 secs post jerking. Rest the cable quality is good However locks to the display ports could be appreciated. Rest all is fine. I hope this review might be helpful. Thank you.,110778.8,55278621.2,601.0,8291793.18,Computers,AccessoriesAccessories,0.42636904761904765
MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6ES (Grey),ElectronicsHomeTheaterTV&VideoTelevisionsSmartTelevisions,31999.0,49999.0,36.0,4.3,21252.0,Note  The brands Mi and Xiaomi are part of the same multinational conglomerateResolution  4K Ultra HD (3840 x 2160) Resolution  Refresh Rate  60 HertzConnectivity Dual Band WiFi  3 HDMI ports to connect latest gaming consoles set top box Bluray Players  2 USB ports to connect hard drives and other USB devices  ALLM  eARC  Bluetooth 5.0  Optical  EthernetSound 30 Watts Output  Dolby Atmos  DTSHDSmart TV Features  Android TV 10  PatchWall 4 with IMDb integration  Kids Mode with Parental Lock  300 Free Live Channels  Universal search  Language Universe (16 Languages)  India's Top 10  Miracast  Supported Apps Prime Video  Netflix  Disney  Hotstar  YouTube  Apple TV  5000 apps from Play Store  Quad core A55 CPU processor  Chromecast builtin  Ok Google  Farfield Mics  Auto Low Latency Mode  2GB RAM  16GB StorageDisplay 4K HDR  Metal Bezelless Design  Dolby Vision  HDR10  HLG  Reality Flow MEMC  Vivid Picture Engine 2  DCIP3 94% Colour GamutWarranty Information 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase,It's superValue of money 💰Display and buildGood Sound and picturesGood product 👍Good and smart tv for reasonable rateGood for low budgetTv is good but after 3  month my tv screen gone,It's very good peace what I read.Institutions free is very expensive and difficult prasasan but thanks for AmazonMy review is after 2 months of buyExcellent Mi Tv 55inchI like the its built quality.Picture quality is osm and working good no issue with display 55 inch is much big and in dark looks like theater experienceSound quality better and much loud bass is good with 40w speakerWorking good with no issue and Android with no lag good storage with all ports with Dolby vision hdr 10No issue with pachtwallConsI face an issue with Chromecast i think i should be solved on tv updateOther all features are amazingMust buy it ....GoodNice clarity good productGood tv for reasonable rate. So far the tv is working fine and the picture quality is also excellent. Sound quality is also good but low compared to Sony or Samsung anyways I have connected to sound bar so that does not matter me anymore. Voice recognition and commands work fine. All in all its a good tv to buy.I am only disappointed about is that i had ordered tv with 8gb internal memory but i got was 4gb. I really dont understand the logic behind it.Good for low budget peopelsAfter 3 months my tv screen gone.,91383.59999999999,2924183816.3999996,18000.0,438627572.4599999,ElectronicsHomeTheaterTV,VideoTelevisionsSmartTelevisions,0.2433333333333334
Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),ElectronicsHomeTheaterTV&VideoTelevisionsSmartTelevisions,32990.0,56790.0,42.0,4.3,567.0,Resolution 4K Ultra HD (3840x2160)  Refresh Rate 60 hertz  Wide Viewing AngleConnectivity 3 HDMI ports to connect multiple devices  2 USB ports to connect hard drives and other USB devices  Bluetooth  WiFi  RJ45  AntennaSound Dolby Audio  DTS  20 Watts Audio OutputSmart TV Features Android 10.0 Google Assistant Alexa Enabled Support Builtin Chromecast  Performance CA53 Quad Core Processor  RAM 2GB ROM 8GB  Supported Apps Prime Video Netflix Disney  Hotstar YouTube Google PlayDisplay 4K UHD Android TV  A Grade Panel  Wide Colour Gamut  HDR 10  Crystal Clear Display  High Brightness  Bezelless Design,Good TV in budget!Excellent purchase.A master piece fron sansuiUsing goodValue for money 👍Sound quality not goodAppropriateGood,It’s doesn’t support Alexa (What is mentioned in product description it’s wrong)Excellent purchase. Feeling the videos are little bit darker. Any body can help me to set it in a good clarity video. Like which mode i have to select brightness level contrast level......A master piece has arrived from sansui.excellent picture quality. sound quality for a medium sized room is too good. was astonished to hear its sound for the first time.people tends to go for sony lg samsung but have a look at this tv before shelling out atleast 10000 more bucks for a branded one. I also have sony marq and tcl tvs. except sony it can compete with other higher end brands too.wl use it for six months and wl update further.installation was not done from vecare even after scheduling but amazon on complaining sent to install on the same day.In nutshell superb VFM tv from a renowned old brand.got a 55 inch variant for 29000 rs during sale.Picture quality ok sounds goodQuality of the picture iis okIn this price picture quality is good.sound quality big drawback..rest all good#bang for a buckGood purchase... meets expectations on picture and sound...and very competitively priced...should have RCA outlets also.Service to be made available at doorstep,2438.1,80432919.0,23800.0,12064937.85,ElectronicsHomeTheaterTV,VideoTelevisionsSmartTelevisions,0.31796875
LOHAYA LCDLED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function  Compatible for Sony Tv Remote Control ,ElectronicsHomeTheaterTV&VideoAccessoriesRemoteControls,299.0,1199.0,75.0,3.5,466.0,Compatible Device For Sony Smart Android tv Remote ControlCompatible Model  rmttx301p gd026 klv 24r402a tx111p tx301p rmgd032 rmga021 rmga025 rmgd027 rmttx112p rmftx310p rmttx100p rmftx300p klv32w512d rmttx111p rmttx202p 42w700b gd020 gd033 ed054 e4100Remotes are checked by Testing Machine Before ShipmentImported Generic Product Not by SONYPlease Match the Image with Your Existing Remote Before Placing the Order,Good productSwitchesRemote is workingCenter main button is very weak not working wellPunctuality. Delivered in time. ExcellentRemoteSony Tv RemoteIt works,Good compatible productLikeRemote is working nicely just the up button and down button is working a little slow else is fineThis button is very softOriginality. Used as remote controlThe buttons are very hardBest Remote u can get👍👍No syncing needed just put batteries in and use it,1631.0,487669.0,900.0,73150.34999999999,ElectronicsHomeTheaterTV,VideoAccessoriesRemoteControls,0.09521604938271605
Zebronics CU3100V Fast charging Type C cable with QC 18W support 3A max capacity 1 meter braided cable Data transfer and Superior durability (Braided Black ),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,128.31,549.0,77.0,3.9,61.0,Fast charging support for various smart phones with the standard QC 18W support (using compatible USB charger).Maximum 3A current carrying capacity for efficient charging speed.1 meter Braided cable for durability and long term usage.Transfer files to & from your smartphone with your Laptop  Computer easily using the ZEBCU3100V Type C cable.High quality mould and premium finish to provide the best usage experience.,TerribleCharging statusGood qualitygood chargingNice productWaste of Money.Fast Charging CableCharching,After 12 months  it has become worse and my phone dosent charge or takes too much time like 11 to 12 hours. Sometimes it doesnt even connect to the phone.Dont buy it dont buy any other cheap cables. Prefer the branded ones they will be expensive but worth your money and time.Okay but not supprting 18 w fast chargingFast chargingi like verymuchCharger worked for hardly 20 days after delivery.Nice Charging Cable for Samsung m30,237.9,30524.949,420.69,4578.7423499999995,Computers,AccessoriesAccessories,-0.027083333333333334
Belkin USB C to USBC Fast Charging Type C Cable 60W PD 3.3 feet (1 meter) for Laptop Personal Computer Tablet Smartphone  White USBIF Certified,Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,599.0,849.0,29.0,4.5,474.0,2Year Manufacturing WarrantyUsbIf Certified So You Can Count On A Great Experience On Any DeviceUse Them At Home In Your Car Or Anywhere You Need To Sync Music Photos Or Data And Charge Your DevicesTested To Withstand 8 000 Bends ** These UsbC Fast Charge Cables Are Built With More Strength And Flexibility To Use Over And Over Again. This Makes Them Ideal For Easy Placement In Your Bag To Take OnTheGoGet A Fast Charge Up To 50% In Around 36 Minutes* With Sturdy UsbC To UsbC Cables,OsmVery good build qualitysupports fast chargingWorth the price.Very niceQualityDurability KingGood quality at an affordable price.,👍works very well and its still going great even after 3 months of use ! It supports PD and it has a solid build quality have a couple of them and it's been good so far ! Go for it blindlyDecent product I have tested with my samsung s20 FE it is supporting fast charging. I hope the cable is durable I will update my review in future if I face any further issues.Worth the price.Belkin name is enough I think.It’s very nice and sturdy.Breading over it make it premium too.Very nice to have one.good qualityInstead of buying one cable every year or carrying torn cables just buy this. I think this is a lifetime investment. The ends are covered so well that they will never tear.Good quality at an affordable price.,2133.0,1277667.0,250.0,191650.05,Computers,AccessoriesAccessories,0.32125
7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice FunctionGoogle Assistant and NonBluetooth remote),ElectronicsHomeTheaterTV&VideoAccessoriesRemoteControls,399.0,899.0,56.0,3.4,431.0,Compatible for TCL 65P8S 32A323 32A325 32P30S 32S6500 32S6500A 32S6500S 32S6510S 32S6800 32S6800S 40A323 40A325 40S6500 40S6500FS 40S6510FS 40S6800 40S6800FS 43P30FS 43S6500 43S6500FS 43S6510FS 43S6800FS 49P30FS 49S6500 49S6500FS 49S6510FS 49S6800 49S6800FS 50P8 50P8S 55EP680 55P8 55P8S 65P8 65P8S LED smart TVThis remote covers most of the functionality of the original television remote controlNo Setup Required ! NO programming NO paring Just load the battery to get it work100% Best Quality Replacement Remote (without voice function) for TCL & Iffalcon Smart LED TV.For Best performance Please insert new Batteries before using.,When you can’t find the original this comes handy.No voice communicationAcceptable for the priceBad finish but good productNovoice recognition is not availableNice Remoteworked find keys are hard,Just got delivered there’s lag in remote it takes like 23 secs after pressing the remote key.Like I said when you can’t find the original remote to buy this can be handy.No voice communicationIt is acceptable for the price ( INR 399 )   works as intended  however buttons require additional force as it's hard.The best thing about the remote is  obviously that it worked. No problems just put in the batteries(which honestly should have been included) and it worked. The flip side is that the fit and finish is atrocious. It's so badly finished that when i first saw it i thought it was a fake..it couldn't possibly be real..but..for the price and the function it was perfect.Not good because far not remote TV.Near TV onlyvoice recognition is not available with this remote control so i return the item rest item is good for rest of the things.Good Remote IR CENSOR AND GOOD BUY. Instead of buying Bluetooth one you can buy this one with affordable price.ok for emergency  keys are hard and might not work after 6 months but is compatile with tcl android 32 inch tv,1465.3999999999999,584694.6,500.0,87704.18999999999,ElectronicsHomeTheaterTV,VideoAccessoriesRemoteControls,0.10833333333333334
Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C Lightening and Micro USB Port Compatible with iPhone iPad Samsung Galaxy OnePlus Mi Oppo Vivo iQOO Xiaomi (1M Black),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,449.0,1099.0,59.0,4.0,242.0,3 in 1 Fast Charging Cable  3 in 1 Multi Charging Cable Design with Lightning Type C Micro USB connectors builtin. Compatible with most of the phones one cable meets your three different demands. You can charge multiple devices at the same time.Important Note  Please use at least 3A or above USB power adapter when charging multiple devices at same time Fast Charging speed depends on your device and wall charger. Only Type C Port supports data transfer 480mbps.Fast Charge and Data Sync  Charge faster than most standard cables. Cable supports upto 66W with rapid charging stable current protection. The maximum total output current can be up to 6A. Also supports Fast Charging Dash Charging SuperVooc Quick Charge Flash Charge Mi Turbo Charge.Universal Compatibility  Compatible with iPhone 13 12 11 X 8 7 6 5 iPad Air Pro Mini Samsung Galaxy S22 S21 S20 S10 A M Series OnePlus 3 5 6 7 8 Mi Oppo Vivo Xiaomi iQOO and many other devices.What You Get  1x Wayona 3 in 1 Nylon Braided Fast Charging Cable (1M) with 6 Months worryfree Warranty and friendly customer service.,Best rugged cable that supports most of the fast charging standardsIt's good 👍Nice cable although higher ampere might heat up and damage the cableVery nice productNice product with good qualityGreat product Greater utility Greatest value provider!Awesomegood prodct,Affordable available and multi purpose cable best suitable for traveling and reducing overall cables to carryWarking fine 🙂 build also goodIt is a nice cable as it fits in most of the phones and devices.Sturdy one no fear of damage by wear and tear.However I felt that the cable is heated up substantially with higher currents.This uncommon in standard phone cables provided by OEMs.I have been using this cable from last few months and very much satisfied with the this product and i recommend to go for it.The cable quality is very good. Charging time is good with availability of different cable types.Considering the price compared to competitors at market this is cheap but no compromises have been made with respect to sturdiness or quality. The wires are wonderful despite using it for more over a month now no issues at all were faced regarding wire tangling torn out wires etc. Very sturdy and pretty easy to carry.Regarding charging speed it delivers what it promised. The quality of the ports are also solid no issue had been faced at all.Packaging was great performance of the product even greater. The wires are long enough though in my personal opinion a little bit more lengthy would be icing on the cake making the product absolutely a perfect one!Overall very happy with purchasing it. A great VFM product for all those having multiple type devices with them. This one single cable has a solution to charging it all!Warp Charge is working fine and satisfactory. Lightning cable is working in normal condition rather than Fats charging.But overall the product is awesome and felt 100% value for money.like,968.0,434632.0,650.0,65194.799999999996,Computers,AccessoriesAccessories,0.3863522588522589
HiMobiler iPhone Charger Lightning Cable2 Pack Apple MFi Certified USB iPhone Fast Chargering CordData Sync Transfer for 131211 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables,Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,254.0,799.0,68.0,4.0,2905.0,Internationally Certified Materials And Exquisite Design Safe Fast Charging Cables This iPhone charger cable are made of high purity fourcore copper core and smart intelligent chip and highquality TPE with overcharge protection stable current protection automatic switching and battery protection design.MFI Certified Lightning Cable Each cable contains an authorization chip issued to ensure 100% compatibility with iPhone.Built with terminal and smart chip. connector with a lightning end ensured safe charging for your devices. Enjoy fast data transfer syncing and chargingBring you safe and convenient fun at any time.Perfect Charger Lines Widely Compatible For iPhone Connector chargessyncs by connecting the USB connector into wall charger or computer Enjoy charge times up faster than most standard cablesUniversal compatible for iPhone Pro Max11Pro MaxXs MaxXR88Plus77Plus6S6S PlusSEiPad and More.Ultimate Durable Long Lightning Cables iPhone cables it has been tested to withstand at least 15000 cycles of 95 degree bend and 15000 plugging and unplugging lifespan which is 12 times stronger than original device cables. Seamless laserwelded connector can even withstand 20kg exterior force without breaking offYou can use it with confidence with anytime.Professional Seller Customer Service and Aftersales Service 2 Pack phone charger cableEach pack has 6FT(200cm)Whether it’s working at home or traveling it is an indispensable item in our livesWe have professional seller customer service and aftersales service. Please contact us in time if you have any questions at any time and you will not suffer any loss!,AverageNice in this priceNiceNiceGood product but takes long time to be deliveredMisleading Title and descriptionPhone is not getting charged fast.Works as expected,Shown 2 pieces received only one. Also it's not 6ft at all as mentioned. Did feel cheated. Charging is ok. The reason i opted for this is Just that I needed one iPhone charger with USB port.It is actually set of 2 three feet cables both working fine for me. Bought for emergency use and having no issues after a month.Bought 2months back only.product is goodNice and value for moneyGood product but be prepared for long lead timeMisleading Title and descriptionIt’s not 6ft cableBetter to use original itemJust bought it so not sure of durability or sturdiness but it was very cheap and so wasn’t sure how good will it work but it works perfectly fine,11620.0,2951480.0,545.0,442722.0,Computers,AccessoriesAccessories,0.26069444444444445
Amazon Basics 16Gauge Speaker Wire  50 Feet,ElectronicsHomeTheaterTV&VideoAccessoriesCablesSpeakerCables,399.0,795.0,50.0,4.4,12091.0,50 Feet of 16gauge speaker wireConnects audio speakers to your AV receiver or amplifierThe plastic jacket around the speaker wire helps to deliver highquality undistorted signals to and from all of your audio equipmentOne side of the wire is marked with a white line making it quick and easy to distinguish the polarity and get your audio system set up properlyComes wrapped around a hard plastic spool that makes dispensing convenient and easy,GoodGood QualityAmazingWire costQuality and performance is excellent.Really ImpressiveGood and cheap!GOOD ONE,Good Packaging.. Wire Quality is Good.Very good quality but the wire is 15 meters only at least should be 20 meters for the price......😓I am using this with an F&D A140x as my satellite speakers' wires were getting very flimsy. Out of the box these cables are very thick compared to the ones my speakers had before.After replacing the cables with these ones I noticed two things right away1. My speakers are louder2. The sound quality is much betterOne thing you wanna be careful is that these cables stick out like a sore thumb in front of white walls so if you are like me who cares about the looks you might wanna cover these with cable raceways or even paint them like I am planning to do.Wire is very best quality but cost not worth for itDurability n quality is absolutely good.The product is 16 gauge pure copper multi thread wires. Sound quality is impressive.Bears a Black band for veve distinctionI've seen many reviews where people complain that this cable is not Copper its Aluminium and even some saying its fake. So I thought I'll clear some doubts about this product.ITS TRUE! This is not a pure Copper cable its Copper clad Aluminium. Infact most of the speaker cables are Copper clad Aluminium. Majority of the audio signal travel through the outer edge of the conductor (skin effect) hence the Copper cladding. Thicker the cladding better the audio quality this cable only got a thin cladding of Copper The SteelAluminium reinforced center is for a more durable conductor. Now no where in the description Amazon has mentioned that this is a pure Copper cladding cable so just need to get your expectations right. You simply cannot expect Oxygen free pure Copper cable at this price (Rs 400). You will not find a decent 16 gauge Copper speaker cable for less than Rs 2000.This is a cheap 16 gauge speaker and it does the job very well. This cable is more than enough to deliver good sound to your speakers. Cable quality is average but you get what you pay for. Now if got some high end speakers then I won't recommend this cable.Good,53200.4,21226959.6,396.0,3184043.94,ElectronicsHomeTheaterTV,VideoAccessoriesCablesSpeakerCables,0.1848366555924696
Ambrane 60W  3A Fast Charging Output Cable with TypeC to USB for Mobile Neckband True Wireless Earphone Charging 480mbps Data Sync Speed 1m Length (ACT  AZ10 White),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,179.0,399.0,55.0,4.0,1423.0,Fast Charging Cable  The cable can support upto a charging speed of 3A making it the optimal cable for Quick Charge  Rapid Charge and Turbo Charge devices.Reversible Connector – It has reversible type c connector that can be plugged in any direction upside or downside.Durable Cable Using only premium quality materials and a tough durable PVC Coating the Ambrane USB cable is built for connecting and disconnecting over and over again without signal loss.High Speed Data Transfer 480 Mbps data transfer speed allows you to sync the data to the computer or other USB devices within few seconds.Genuine USB Connectors We use only certified and highquality connectors ensuring not only the safety of the connected device but also reliable charging and highspeed data transmission.,GOODThank you  Amazon very good charging cableGoodVery good productgood qualityVery Good ProductThis is fast charging USB!Simply perfect at the price of below 100,Everything is fine but it is bulky and hard it should be softer and thinner.....Thank you  Amazon very good charging cable 👍GoodGood onequality is good. worth for 150200 ₹. short but durable.Very Good product . Satisfied..This is fast charging C pin USB!You can purchase it.Nice product at price of below 100,5692.0,1018868.0,220.0,152830.19999999998,Computers,AccessoriesAccessories,0.36687499999999995
Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21S20S10S9S9Note 9S8Note 8 Lg G7 G5 G6 Moto G6 G7) (0.25MGrey),Computers&AccessoriesAccessories&PeripheralsCables&AccessoriesCablesUSBCables,339.0,999.0,66.0,4.3,6255.0,✅【Fast Charge & Data Sync】 Fast charge& data transfer USB A to USB C conforming to the USB Type C Specification version 1.1 56kilohm which ensure a safe charging at 4.8A Maximum. Charging and syncing 2 in 1 data transfer speed up to 480Mbps.✅【Extreme Durability】 Over 10000 bending testsThis type c cable is far more durable than the same price Premium nylon braided type c cable adds additional durability and tangle free.✅【Short and Convenient Design】 The light and spacesaving 1ft USB Type C cable it’s perfect for your power bank the office desk always keep your space tidy super easy to carry and convenient for traveling making your life more convenient.✅【Wide Compatibility】 This USB A to USB C Charger Cable compatible with Samsung Galaxy S10e S10 S10 plus S9 S9 plus S8 S8 plus Note 10 Note 10 plus Note9 note8 a40 a50 a70 a80 A3 A5 2017 Sony Xperia XZ3 XZ2 Premium XA2 XA1XZ1 Moto G6 G6 plus G7 G7 power G7 play G7 plus Z Z2 Z3 X4 LG G8 G7 G6 G5 V40 V35 V30 V20 Googel Pixel 2 xl HTC 10 U11.,Good pick for Galaxy Note 9Durable and quality productBest Cable for Android AutoThe cable I will always carry when I pack my stuff for a ride.Good charging capacity and data transfersI bought it for my bikeExcellent👍,I purchased the cable for my Galaxy Note 9 in July 2022. Have been using it since and it works neat. The cable is tough due to its braided nature.Overall good for usage not faced any quality issues. C point section is also good to fit properly in mobile. You can go for it.Most expensive cable I have ever purchased. Probably the best cable too. Giving 1 star less for the premium pricing.I bought this as the long cables dont work well with Android Car. This works very well. Go for it if you have to connect with Android Auto.Short reviewThis eliminates a need to wrap long cables around the handlebar when the phone is mounted on it for navigation. Compact and powerful. Best suited for motorcycle mobile mounts and powerbanks.Price bought at ₹309_______________________________________________________________________________________Long reviewI used to wrap long charging cables around the handle bar so that it won't come in the way while turning. After being fed up of wrapping cables to handlebars I wanted something short just to sit there and charge device and clear the clutter on motorcycle handle. This is just what I wanted.I have a Mobile mount that looks like BOBO gears jaw grip mount from local stores and that delivers 5v ~2.4A. Tried few cables from local stores and they either die or doesn't charge the device enough when it is in use. Even when the device is not in use the charging rate used to be low.That is when I have decided to give this one a try as I was always hesitant that ₹300 for a short cable is too high. Now I am pretty happy with the purchase that it can fetch the complete charging capacity of the mobile charger and deliver it to the device. I did a 400kms roundtrip and this has been a saviour. I am yet to check if the claimed QC3.0 is true but at least it serves the purpose on my motorcycle handlebar so I have no complaints. I will update when I get a chance to test that.Coming to the design and quality the braided cable looks rugged and the metal connectors feel solid. As I am going to use it only on the motorcycle I am sure I will put it through some abuse and I can comment on the same when I revisit this review for updates.DurabilityI will have to use it more and update this review on the durability perspective as my first Wayona dash charge cable I used for Oneplus 6 died in 3 months. But thankfully it was replaced under warranty. That shows how good the support is from Wayona team. I only had to record that the cable died and doesn't charge any more and they too that video as evidence to replace the product.VerdictIf you are looking for a short cable for mobiles on  or for charging devices from powerbanks I would definitely recommend this cable.Data transfer is quite fast and also compatible with my QC adapter.GoodExcellent... Worth for the moneyNice wire fast charge.,26896.5,9117913.5,660.0,1367687.025,Computers,AccessoriesAccessories,0.1757010582010582
